"Nome do Arquivo";"Data";"Tema de Discussão"; "Contagem de Palavras"; "Fala"
1951-5-25-Churchill-House of Commons Hansard-Mr. Macmillan.txt;1951-5-25;                Festival Of Britain (Additional Loans) Bill;66;Yet even in his case, for all I know, present austerity may well be the penalty for past dissipations. In any event, whether such an experience is but a vague and shadowy recollection of early youth—as one must hope—or whether it arises from some more recent mischiefs, we probably all know the symptoms and recognise the significance  of that particular pathological state commonly called a hangover.
1951-5-25-Churchill-House of Commons Hansard-Mr. Stokes.txt;1951-5-25;                Festival Of Britain (Additional Loans) Bill;50;It is only by leave of the House that I can speak again, and, while what the right hon. Gentleman the Member for Bromley (Mr. Macmillan) has said is perfectly true about my having that intention, I hope I may have that leave to try to wind up the debate.
1951-5-25-Churchill-House of Commons Hansard-Mr. Sandys.txt;1951-5-25;                Festival Of Britain (Additional Loans) Bill;77;The point I was asking the right hon. Gentleman to clear up was how the estimate of £800,000 for total expenditure given to the House in November, 1949, had risen, by March, 1950, to £1,168,000 before any contract had been placed and before any work had been done. That suggests that the original estimate was not based on firm reality. Will the right hon. Gentleman explain how that came about, and why the House was not informed?
1951-5-25-Churchill-House of Commons Hansard-Mr. Stokes.txt;1951-5-25;                Festival Of Britain (Additional Loans) Bill;32;If the right hon. Gentleman will look at the White Paper, he will find that the £800,000 was the original cost, and that the £1,168,000 included running the show for six months.
1951-5-25-Churchill-House of Commons Hansard-Mr. Sandys.txt;1951-5-25;                Festival Of Britain (Additional Loans) Bill;39;Is the right hon. Gentleman going to explain the incident of 6th March and how the Foreign Secretary came to give a completely inaccurate statement to the House showing that he was completely out of touch with the company?
1951-5-25-Churchill-House of Commons Hansard-Mr. Stokes.txt;1951-5-25;                Festival Of Britain (Additional Loans) Bill;160;Yes, I think I can do that from memory also. What happened was this. The estimate of November, £1,600,000, was the only figure in the possession of the Lord President when he answered the question on 6th March. As far as I can elucidate it from the company, in the early days of the year they sensed that things were not going quite as well as they had hoped. [Laughter.] No, this is serious. They immediately asked the quantity surveyors to go into the matter again. They did so and produced a larger figure on, I think, 10th February but reported on 28th February. That was not communicated to the Lord President because the chairman of the company did not accept it. He turned it back to the quantity surveyors and said he was quite sure there were mistakes. He was then under the false impression that he was not on a cost-plus contract, but that is another question altogether.
1951-5-25-Churchill-House of Commons Hansard-Mr. Sandys.txt;1951-5-25;                Festival Of Britain (Additional Loans) Bill;53;Can the right hon. Gentleman tell us quite definitely whether the figures given by the Lord President to the House on 6th March were obtained from the company or did he merely take the figures he received in November, because the answer he gave indicated that he had obtained them from the company?
1951-5-25-Churchill-House of Commons Hansard-Mr. Stokes.txt;1951-5-25;                Festival Of Britain (Additional Loans) Bill;91;They were figures obtained from the company. Although the  officials of the company had knowledge of the increased cost as estimated by the quantity surveyors, they were not prepared to pass it to the Lord President as a new figure because they were satisfied that that figure was wrong, and that the matter should be re-examined. It may seem odd, but that is precisely what happened and those are the facts. My right hon. Friend was not in possession of any other figure when he gave his reply on 6th March.
1951-5-25-Churchill-House of Commons Hansard-Captain Waterhouse (Leicester, South-East).txt;1951-5-25;                Festival Of Britain (Additional Loans) Bill;71;I am chairman of the Public Accounts Committee and that Committee has now laid a Report before the House. Within one week of this declaration being made by the Lord President in the House the company told us they knew these figures were quite erroneous and based on the estimate of November. Are we really being asked to believe they did not indicate that to the Lord President one week before?
1951-5-25-Churchill-House of Commons Hansard-Mr. Stokes.txt;1951-5-25;                Festival Of Britain (Additional Loans) Bill;140;Astonishing as that may seem, that is so. [Interruption.] One does not ask every day whether the price has gone up. It is absolutely so. I do not know whether I am allowed to say this or not, but on 8th March the chairman of the company appeared before the Committee of which the right hon. and gallant Member for Leicester, South-East (Captain Waterhouse), is a Member two days after the Lord President gave the answer to the House, and on 6th March the Lord President was not aware of that figure. [An HON. MEMBER: "He ought to have been."] He could not have been aware of it because the company responsible did not tell him and my right hon. Friend had something more to do than to go round asking whether there had been a change in the front.
1951-5-25-Churchill-House of Commons Hansard-Mr. Leslie Hale (Oldham, West).txt;1951-5-25;                Festival Of Britain (Additional Loans) Bill;160;I thought the hon. Member for Abingdon (Sir R. Glyn) expressed a view which was widely held on both sides of the House. This is a great national institution. It has suffered a good deal in the past from the sort of criticism to which it has been subjected to night from the party opposite. As one who has been to both sections  of this great Exhibition, I speak of it with unstinted praise. Whatever was said in the past, I should have thought that by now we have reached the stage when we could accept this as a very great symbol of British initiative, workmanship and ingenuity, and an indication that Britain has something that it can still show to the world—something of the craftsmanship, workmanship and joy of its people. I agree sincerely with the hon. Member for Abingdon in his expression of hope that both sections of the Exhibition will become a part of our national life.
1951-5-25-Churchill-House of Commons Hansard-Mr. James Hudson (Ealing, North).txt;1951-5-25;                Festival Of Britain (Additional Loans) Bill;101;I have been assisted in my attempt to take part in this debate by the allusions which were made to me by the right hon. Member for Bromley (Mr. H. Macmillan). He referred to "a hangover," and said that everybody who knew what a hangover was would agree with him in his diagnosis of the situation. I had to tell him that I did not know very much about what happened when men suffered from hangovers, although the right hon. Gentleman seemed to think that I might have been involved in situations which would have enabled me to understand these things.
